,1/6/2012,1/13/2012,1/20/2012,1/27/2012,2/3/2012,2/10/2012,2/17/2012,2/24/2012,3/2/2012,3/9/2012,3/16/2012,3/23/2012,3/30/2012,4/6/2012,4/13/2012,4/20/2012,4/27/2012,5/4/2012,5/11/2012,5/18/2012,5/25/2012,6/1/2012,6/8/2012,6/15/2012,6/22/2012,6/29/2012,7/6/2012,7/13/2012,7/20/2012,7/27/2012,8/3/2012,8/10/2012,8/17/2012,8/24/2012,8/31/2012,9/7/2012,9/14/2012,9/21/2012,9/28/2012,10/5/2012,10/12/2012,10/19/2012,10/26/2012,11/2/2012,11/9/2012,11/16/2012,11/23/2012,11/30/2012,12/7/2012,12/14/2012,12/21/2012,12/28/2012,1/4/2013,1/11/2013,1/18/2013,1/25/2013,2/1/2013,2/8/2013,2/15/2013,2/22/2013,3/1/2013,3/8/2013,3/15/2013,3/22/2013,3/29/2013,4/5/2013,4/12/2013,4/19/2013,4/26/2013,5/3/2013,5/10/2013,5/17/2013,5/24/2013,5/31/2013,6/7/2013,6/14/2013,6/21/2013,6/28/2013,7/5/2013,7/12/2013,7/19/2013,7/26/2013,8/2/2013,8/9/2013,8/16/2013,8/23/2013,8/30/2013,9/6/2013,9/13/2013,9/20/2013,9/27/2013,10/4/2013,10/11/2013,10/18/2013,10/25/2013,11/1/2013,11/8/2013,11/15/2013,11/22/2013,11/29/2013,12/6/2013,12/13/2013,12/20/2013,12/27/2013,1/3/2014,1/10/2014,1/17/2014,1/24/2014,1/31/2014,2/7/2014,2/14/2014,2/21/2014,2/28/2014,3/7/2014,3/14/2014,3/21/2014,3/28/2014,4/4/2014,4/11/2014,4/18/2014,4/25/2014,5/2/2014,5/9/2014,5/16/2014,5/23/2014,5/30/2014,6/6/2014,6/13/2014,6/20/2014,6/27/2014,7/4/2014,7/11/2014,7/18/2014,7/25/2014,8/1/2014,8/8/2014,8/15/2014,8/22/2014,8/29/2014,9/5/2014,9/12/2014,9/19/2014,9/26/2014,10/3/2014,10/10/2014,10/17/2014,10/24/2014,10/31/2014,11/7/2014,11/14/2014,11/21/2014,11/28/2014,12/5/2014,12/12/2014,12/19/2014,12/26/2014,1/2/2015,1/9/2015,1/16/2015,1/23/2015,1/30/2015,2/6/2015,2/13/2015,2/20/2015,2/27/2015,3/6/2015,3/13/2015,3/20/2015,3/27/2015,4/3/2015,4/10/2015,4/17/2015,4/24/2015,5/1/2015,5/8/2015,5/15/2015,5/22/2015,5/29/2015,6/5/2015,6/12/2015,6/19/2015,6/26/2015,7/3/2015,7/10/2015,7/17/2015,7/24/2015,7/31/2015,8/7/2015,8/14/2015,8/21/2015,8/28/2015,9/4/2015,9/11/2015,9/18/2015,9/25/2015,10/2/2015,10/9/2015,10/16/2015,10/23/2015,10/30/2015,11/6/2015,11/13/2015,11/20/2015,11/27/2015,12/4/2015,12/11/2015,12/18/2015,12/25/2015,1/1/2016,1/8/2016,1/15/2016,1/22/2016,1/29/2016,2/5/2016,2/12/2016,2/19/2016,2/26/2016,3/4/2016,3/11/2016,3/18/2016,3/25/2016,4/1/2016,4/8/2016,4/15/2016,4/22/2016,4/29/2016
LGND    US Equity,-2.3589,4.3141,1.4061,0.4894,12.2565,6.2907,3.5374,-3.0223,0.1355,6.9012,3.1013,10.8042,-11.6343,-2.1317,-9.353,0.9187,-2.7311,-14.3269,3.7815,-5.1822,9.9061,-5.9052,9.0834,0.9084,20.5551,5.4138,2.3613,3.6332,-2.5598,9.9372,-0.3636,-13.9468,-0.0303,-0.9091,5.7492,7.9237,-5.895,4.5558,-6.5904,3.965,-4.6551,-8.0588,-2.4312,6.0984,3.0284,0,14.6971,3.1904,-6.8424,8.4875,6.9709,-3.6099,-5.7393,3.4572,0.798,-1.7813,2.0151,2.321,5.7915,-3.1934,-2.7804,11.3427,1.3061,10.3137,3.8177,-3.1895,0.5426,3.7779,1.3373,-3.9223,1.8695,4.9064,-1.9279,8.8824,7.556,2.3003,5.7429,7.4713,7.0321,9.5678,8.0939,3.1006,-4.6849,-8.4782,0.9803,3.0238,8.4085,-5.0114,2.9116,-2.8973,-6.7867,14.3831,-2.3629,15.0673,4.2429,-8.614,-7.2183,8.7109,1.9033,3.997,-2.9454,-2.9608,5.3776,-2.1173,-3.827,14.0138,8.346,-6.2247,2.7879,-2.9706,27.9867,-3.2371,-6.2878,0.043,8.0396,-4.3374,-12.2573,-0.3951,-2.8558,4.7362,1.5281,-4.3618,0.8993,3.0877,2.1306,0.8466,1.8438,-1.7515,-0.7191,-6.7753,4.4351,-1.2709,-19.4349,-2.4552,-1.9577,4.9104,9.9048,-9.454,1.5613,-1.6526,2.501,-7.0911,-1.6824,-5.1336,-2.2437,12.6688,7.7891,2.4087,-2.4064,7.1376,-8.2021,1.508,0.4643,-2.9205,-0.3808,1.2232,1.4539,2.2706,-1.0373,0.5333,4.1156,-3.3907,1.673,2.9154,-4.2927,26.2212,7.8838,2.2803,-4.8892,5.305,8.3051,3.1851,4.5428,-11.0864,0.8897,4.5957,6.4838,-1.7397,6.7643,-0.1488,2.3848,3.2651,-0.7149,1.1359,5.8263,-3.2597,6.0437,-13.0519,-0.3081,-9.8465,12.3404,-5.4609,5.6761,7.3618,-10.0157,-2.4856,-1.0173,5.1276,-4.061,1.1758,4.3276,4.5512,4.5155,2.8835,1.1513,-3.8623,6.7831,-1.5267,0.0554,-9.6846,-0.8374,5.6334,-2.5349,-7.4722,-7.0595,4.5016,8.2814,2.7447,1.8809,-2.8086,3.5768,8.1651,4.8701,7.1465,4.4947,-7.1588
AVXS    US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.2247,4.0577,0.9236,7.5241,15.6974,12.0147,-6.0197,-3.028,-5.8046,-2.1674,8.6012
PRTA    US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.5833,-4.6579,-1.8321,-4.5101,-0.4886,5.401,-2.6398,-4.1467,9.3178,-5.9361,3.7217,0.468,3.1056,0.753,1.0463,16.2722,-0.1272,5.4777,0.3623,-0.4212,19.1541,4.2596,-3.3074,8.5513,5.2827,6.162,7.0481,-2.9435,23.9425,6.7611,4.041,2.3188,-10.7649,1.9048,16.8847,6.823,-1.6467,2.2324,4.1191,-3.5272,9.0415,-6.3435,1.4514,12.5417,2.7881,2.6465,7.3092,1.4596,4.1313,-0.6376,0.3922,-2.3438,-1.0909,1.6544,-2.387,-3.2605,-0.6128,19.2293,-12.0556,-1.7641,13.0565,19.1595,4.6654,3.1573,16.9753,-20.7784,-17.8462,-3.6149,7.0803,26.2848,-44.4272,-9.6082,7.9979,-3.01,2.5616,4.611,3.4894,4.8358,-5.6284,4.9776,-11.8326,-10.6589,-1.1931,-4.7201,18.1452,1.9503,2.7738,6.5612,1.6157,0.4727,0.556,-3.9983,-5.1839,-14.1121,8.5963,4.7094,4.9282,2.8728,-4.5656,2.4617,9.8821,-17.3267,-9.4311,18.7328,-0.7889,-4.8176,5.8968,-6.8677,7.1749,5.2069,-4.0212,5.3867,16.339,-0.1878,-1.7306,9.7626,34.8448,-2.1211,1.1628,-3.5789,-2.4925,3.7788,-9.9063,-5.9435,-2.0853,9.8419,15.8637,18.2049,-3.1532,14.3079,-0.6394,-1.5991,2.4574,15.5126,7.3342,2.9173,-1.5916,-6.1768,-8.8163,7.166,-9.8958,11.8217,7.5204,-20.7196,-3.0908,-9.7901,7.5632,2.6004,4.4404,19.5496,7.5999,6.5801,6.6412,-12.7871,1.4312,6.6196,-1.4642,-2.6861,-20.9074,-14.9434,-9.2754,-6.3026,-12.0154,-8.0537,10.1872,0.1152,3.7399,-2.9118,6.5981,8.0118,6.8717,3.7837,5.86,1.6269,-10.2079
TBPH    US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.2718,,23.0483,7.2508,21.0915,-1.3376,0.1768,-11.7093,6.931,-1.4958,-8.4151,2.9016,-7.8886,3.3163,3.5802,-4.5803,-3.6403,-2.4815,-8.2036,-4.0546,-11.5998,-1.6098,-1.7848,-7.6224,-6.7213,2.4019,-9.0389,-0.5031,-10.8091,-1.4174,0.8627,6.6287,-1.738,18.5034,-0.1722,0.6325,-7.2,7.3892,6.1353,5.4565,11.3217,-6.9029,-4.2017,0,-10.4747,-0.4611,4.2849,0.0555,2.0533,-10.0054,-8.7009,-2.7796,-2.1103,-2.9903,-2.1505,-1.4652,10.7063,-9.4023,-9.192,0.3265,-0.6509,0.5733,2.1173,-5.0239,0.2519,9.8827,11.3567,-4.1752,-0.5714,-3.0891,-7.8577,-0.4023,11.9548,0.4329,-0.5029,7.9422,17.0569,-3.7143,1.8991,7.5713,0.6497,-13.2329,-3.4718,4.6885,0.5521,-10.8603,-0.616,11.5014,1.4206,6.151,-14.7447,5.3163,3.131,10.7187,-0.9513,1.2994,-5.1868,15.8235,6.5515,6.959,7.8431,-14.2562
HALO    US Equity,-3.0494,6.2907,9.3878,-2.4254,9.9426,-3.1739,5.3435,-0.5968,-3.1732,0.8857,5.0044,0.3344,6.3333,-1.489,-10.3421,-28.394,1.6109,-4.6341,-4.6036,5.8981,5.1899,-10.9507,13.3784,6.1979,1.1223,-1.6648,4.9661,-6.6667,3.2258,9.096,-52.8389,17.1367,11.1111,-4.5,1.2216,2.2414,6.914,25.3943,-5.1572,-9.9469,-9.4256,-5.8537,-9.6718,0.7648,-8.5389,10.166,7.7213,8.9161,-7.8652,-3.8328,26.9928,-5.1355,4.2105,4.0404,12.7601,2.214,-21.42,-1.3783,-7.4534,-0.8389,-6.7682,6.1706,-5.2991,24.5487,-16.4493,-10.4944,15.6977,1.8425,3.2895,-3.8217,6.457,23.7947,-6.7839,-4.8518,-7.0822,-1.9817,-4.3546,29.2683,1.1321,4.9751,-3.5545,3.1941,-16.0714,-4.6809,1.1905,10.1471,10.9479,8.0626,1.8374,7.4904,14.9542,-3.2743,-7.5938,19.3069,-2.0747,-1.8644,11.399,4.8837,4.139,4.7551,-2.0325,-9.4053,13.3588,2.6936,-1.4426,9.3812,3.5888,-2.8186,-5.3776,-10.0894,7.3864,3.5053,-9.9681,-1.8453,-2.7477,0.6691,-10.5613,-30.3881,-11.981,2.0216,-4.7556,0.5548,1.6552,4.0706,3.781,-0.7538,12.5316,13.2733,0.993,-2.3599,2.719,-4.2353,-6.0197,-0.8715,1.978,4.8491,1.4388,-3.9514,0.211,-3.1579,2.1739,4.2553,-1.7347,-5.7113,-7.3789,6.1831,2.4636,5.1366,-5.1975,-6.3596,-0.2342,3.0516,-1.5945,-7.5231,18.398,1.6913,2.079,42.8717,5.6308,-6.4103,2.956,-2.8711,6.2004,4.3109,-1.9199,0.8626,4.8026,-8.1607,-4.7847,5.42,5.0732,-0.8425,10.1961,-6.3464,-1.2666,5.3239,6.2728,-0.5731,15.1009,1.8528,4.7689,-0.7977,4.5412,3.0769,8.2529,-5.7583,0.4303,-9.5116,-8.8542,-9.974,6.232,-8.2564,7.0456,6.0288,-16.4319,-6.9288,-3.6217,1.8093,-2.324,9.5171,18.7859,-17.106,13.1084,2.926,-1.9509,-12.3934,3.8936,6.6833,1.4637,-14.3104,-31.9865,2.7723,-15.2216,-10.2273,-4.557,10.0796,-0.6024,16.2424,-5.8394,-7.0875,5.7211,9.9211,12.8205,8.8182,0.1671,-12.01
PCRX    US Equity,-1.7341,-6,10.7635,13.4463,6.7729,-3.7313,3.5853,0.0935,-1.6822,5.9886,6.278,-3.4599,0.8741,-6.0659,-10.0554,4.9231,9.1887,-4.2077,1.4019,-6.4516,5.7143,-5.685,19.2688,17.15,9.6181,3.4839,-1.0599,-2.0794,-1.7375,2.1611,-1.1538,0.7782,7.2716,4.6791,4.0688,-0.5507,-5.4817,11.4236,-8.5174,6.6092,-3.2345,-9.1922,-4.1104,0.8317,-0.6345,-0.7024,4.3087,5.1171,-4.5748,-5.1629,6.9345,5.5758,2.8129,6.756,4.864,-0.8479,4.5272,-5.871,1.5849,3.8249,13.524,20.3245,6.7424,-8.2447,4.5652,-1.6286,5.6006,-4.7031,-1.5051,2.9851,-2.3119,3.9915,-0.4755,0,0.5461,1.2559,-0.9387,-1.8613,6.1379,3.9961,10.0594,-1.476,-0.605,3.0435,1.5752,1.3016,-0.9841,1.1872,7.9127,5.9722,13.2611,13.2715,-1.2646,2.072,-8.8946,4.4561,-0.2521,8.5731,-2.1844,1.0251,-6.0156,-3.4702,-0.7589,13.6848,-0.3009,16.5305,-0.8228,-2.8115,8.3307,-6.2454,5.8677,6.1011,8.4107,-4.8696,-4.2322,-3.8019,-7.8168,1.851,2.5474,0.0454,6.4799,3.5689,0.9061,2.1905,1.4778,1.8237,7.8083,-1.8884,7.3456,3.2796,2.9667,-7.7366,-1.4689,0.4108,12.1464,5.4206,1.859,1.6697,3.3706,-5.4498,1.8171,-2.9169,-3.1429,2.4184,-5.4598,7.124,4.7122,-12.7959,-7.326,2.418,0.7151,5.8605,0.7452,-3.7198,3.6878,-1.0162,-2.4275,2.6962,5.3148,7.9651,0.7603,2.5803,3.4689,2.9753,-2.1819,-15.8055,-3.8601,5.1023,-5.1618,-6.2527,0.9907,-3.4447,0.4962,-19.1137,7.8477,4.878,-0.2698,0.7601,3.107,-1.8105,-5.0644,-6.5053,-1.0529,-2.876,-8.5579,0.8905,6.5961,-2.5595,-5.8405,-1.6245,-1.8682,-4.4195,11.613,6.3257,-28.6378,-14.4477,3.5346,-6.1878,9.6285,15.1452,13.8739,-1.0373,7.4791,7.6198,-0.9676,-3.7686,22.6591,2.3124,-1.3869,-12.0198,-0.3552,-1.9459,-9.9833,6.1932,-9.6038,7.6964,-8.8068,-3.1596,-3.447,-8.7056,1.8611,11.5582,11.4833,6.5698,-4.1047,-12.5989
RDUS    US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7466,18.226,11.2025,39.6488,-23.5606,4.4156,-14.9254,-18.3236,40.9308,11.431,4.8632,-0.8696,7.6023,2.9212,-3.3663,51.9126,-10.9712,4.5455,-12.2222,8.1453,-6.3104,20.2607,0.813,-0.448,11.1611,-1.8623,8.8284,21.4177,19.1383,7.9927,-0.7037,-3.739,-1.8786,24.6831,-1.0168,5.5975,-8.8743,-7.0806,11.3013,-0.2317,2.6394,-14.0712,1.197,2.1528,-3.9138,-1.1569,-10.8022,3.8546,21.6899,3.9801,0.312,-0.0415,-0.6639,25.3133,6.55,6.2568,6.8894,11.0453,-6.8399,4.2668,-15.0536,0.496,-5.5639,1.4254,-4.0287,10.7712,10.1645,-9.7067,12.0644,-23.8371,19.2561,-5.861,-1.0171,10.2444,5.3665,-18.1745,7.1417,-10.1208,-5.29,5.9088,2.3571,1.9549,-17.9721,-19.0372,-12.552,-10.3805,-2.404,-13.7236,0.1112,11.1111,6,10.1258,-8.6236,3,5.1881,2.2209,3.6682,5.5525,-8.2001
ONCE    US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.32,3.1445,11.2216,11.9557,0.7293,13.3942,6.3393,-1.5297,1.626,2.6,-2.5759,-12.2624,-4.675,2.2556,-4.9799,18.7654,9.0478,-0.5839,-3.1143,-7.1761,-9.0674,-0.7182,2.288,2.6974,3.9878,-5.375,-9.2448,-18.4003,-6,6.6635,-10.8724,13.2809,1.7586,-1.6855,-4.6658,12.224,7.1197,17.0422,-12.7973,4.026,-0.2319,-1.6625,7.6532,-9.1185,-6.1315,-12.6485,-0.3399,3.0241,-24.3213,-14.2607,4.5918,-8.3902,-10.7561,-2.7844,39.198,-5.1734,7.0366,-2.0562,3.4595,-7.3164,-3.1761,7.2293,6.1182,14.1058,-11.9696
SRPT    US Equity,10.2013,14.4945,-12.766,12.1951,8.6957,11,-4.5045,-4.717,0.9901,4.902,28.972,11.5942,0,-34.4156,2.9703,-15.3846,-5.2841,-0.12,-7.3273,-20.9332,17.7869,-14.2832,12.2285,-4.5122,-3.0303,-2.1875,3.1949,492.8793,-5.7441,134.349,3.1915,-5.2692,21.7654,7.0506,46.7532,-5.5626,-6.7604,3.8765,7.3255,120.8628,-20.9621,-9.9594,-7.9476,0.178,1.0662,13.5385,13.6276,-0.0681,-13.672,-0.237,-1.7815,-4.1112,21.9,-9.7241,-8.4416,16.4372,-1.1107,4.7464,-9.028,5.8175,6.3241,2.8388,5.9809,1.6124,12.7556,-2.0027,11.0467,-18.279,-9.3122,5.8054,7.1995,9.2012,2.4655,-6.5309,7.0438,1.7178,-0.9873,-0.1863,6.9166,8.9993,0.0451,-16.6629,3.1656,-8.3661,-5.3234,1.7231,1.4264,7.5886,1.3344,16.3666,8.06,14.2979,-12.7749,-7.7774,-0.5579,-12.2955,-4.0512,-60.0833,8.7683,19.2578,-3.0579,9.1865,-0.9123,1.2788,3.2323,-4.9413,37.8281,-5.0037,-4.1667,6.0705,1.1601,6.7278,3.9756,-4.9604,-1.7035,-1.9174,-11.5414,-2.0399,-3.7744,10.009,50.4098,-1.6894,-11.1142,-2.0268,8.3386,-1.0576,2.6425,-6.4218,-1.1437,-5.6598,-0.8949,-26.4883,-0.4095,-5.9845,6.7541,-3.9599,6.4929,-3.3823,5.6195,-0.1308,3.8428,-8.4104,0.5051,6.4413,-19.4421,18.3804,6.0306,-31.3667,-0.3092,-4.9318,2.6427,7.6923,-10.1535,-8.2129,-5.4402,5.3747,7.3276,-6.6265,-13.19,0.5367,-1.4374,3.25,2.9863,19.2006,-8.6128,-1.9424,3.5216,-6.7328,3.1155,5.0111,-2.807,-4.4043,1.3595,-5.1788,15.5992,3.399,72.3866,-2.2883,4.2545,3.669,9.6064,2.9984,-3.5829,-0.3981,7.0286,1.5562,-2.1759,1.6917,8.8417,-4.1608,8.3579,-7.8496,6.2999,11.1018,-9.166,9.1536,-6.3147,-24.6967,-10.5621,-3.6829,3.4081,3.8183,29.1521,12.1103,-0.9358,-4.8313,6.4663,2.4241,0.3381,-6.8688,-60.2561,-15.1961,-1.8993,2.862,1.0638,14.0081,-5.7528,7.6865,10.147,14.3583,2.5,8.2927,13.5135,-6.9665,-29.1469,-5.0836
FGEN    US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.7273,-0.745,15.585,10.7334,-5.2777,-0.5827,0.6593,23.3624,1.7109,-14.7912,0.5106,6.2987,-3.6317,-0.2975,5.504,-6.2854,-5.6673,9.9538,-3.4918,3.1156,-2.859,-3.9465,-6.3022,-11.6685,0.9255,-15.0479,-11.6781,1.1667,0.5491,2.7854,15.4091,12.2928,-5.6171,-0.8688,1.709,3.7915,-3.4869,-4.6022,16.7719,-11.3514,7.0557,-5.7364,19.5511,7.4368,-17.0699,-8.8331,-3.2444,0.4593,2.1491,4.342,9.1806,2.947,4.542,8.5068,2.1871,-4.9391,0.9699,6.2093,-1.5827,-14.6702,-13.3462,-7.146,-3.0593,-17.9487,6.3702,11.8644,-8.1313,7.5866,-4.9566,-5.2151,8.962,11.0359,-0.3282,-3.9511,1.1263,-12.8329
ARRY    US Equity,-4.6296,15.534,1.2605,-1.2448,26.4706,-11.6279,7.5188,-2.0979,2.1429,6.6434,3.6066,2.5316,5.0926,8.0764,-8.9674,4.1791,3.7249,-10.7735,7.7399,2.8736,-3.352,-1.1561,-6.1404,0,9.3458,-1.1396,0.7205,-0.1431,23.3524,11.9628,-6.4315,0.8869,20.8791,3.2727,-2.4648,0.1805,-2.8829,7.6067,0.7759,1.1121,-14.044,-11.6142,-4.8998,-4.4496,-14.2157,-5.1429,2.4096,15,-7.0332,0.9629,-2.4523,0.5587,14.1667,1.4599,-4.3165,-2.7569,-2.5773,-0.2646,2.6525,5.168,4.914,4.2155,-8.6517,5.5351,14.4522,3.055,8.3004,4.3796,4.5455,-0.6689,-8.4175,8.2721,-0.6791,-0.1709,-14.2123,0,-0.0998,-9.2907,9.4714,11.2676,-2.3508,17.7778,8.805,-9.9711,-2.0867,-1.3115,-6.8106,0.713,8.3186,2.8595,-3.0977,6.3934,-14.792,-1.7179,1.5639,-7.0652,8.9669,1.61,-8.0986,9.5785,4.5455,-16.388,-3,-3.7113,7.2805,5.8882,4.2413,-9.0416,-4.3738,-4.9896,8.3151,-1.2121,-1.4315,4.5643,1.3889,1.3699,-13.7066,-6.7114,-8.1535,-1.0444,1.847,4.6632,-2.4752,2.0305,1.99,2.439,2.619,0.6961,1.1521,-3.1891,10.8235,-13.5881,-3.9312,6.9054,-5.0239,1.0076,-3.4913,-3.3592,5.615,-8.1013,0.2755,3.2967,1.8617,-7.5718,-11.5819,6.0703,8.4337,-0.2778,8.078,-8.3763,5.7665,7.1809,22.3325,-1.4199,0,-2.2634,1.6842,-3.3126,-3.8544,58.3519,0.7032,4.6089,7.4766,2.3602,-3.3981,1.2563,1.1166,-1.8405,-7.5,0.5405,1.6129,-3.4392,-1.5068,-12.1001,18.3544,-3.3422,4.0111,1.7287,0.1307,-1.3055,2.7778,-4.3758,-7.2678,-0.7257,1.1696,-10.5491,-6.1389,-1.5491,-0.3497,-4.386,8.9908,-5.3872,4.6263,-7.3129,-9.5413,3.6511,-0.3914,5.1081,-1.1215,-3.2136,-1.7578,-12.5249,-8.6364,0.4975,-2.7228,-1.7812,14.5078,-3.8462,-0.7059,-13.7441,-7.1429,-1.6272,-7.0677,-5.8252,-9.9656,8.3969,-8.4507,15.3846,-3.3333,-7.2414,6.3197,4.8951,0,5.6667,2.5237,-1.8462
SUPN    US Equity,,,,,,,,,,,,,,,,,,,8.8777,-3.0769,-5.7143,-8.5859,-6.6298,-1.1834,2.7944,81.7476,28.7393,-14.5228,28.7379,-2.4133,-8.7326,5.6732,-0.8013,-8.0775,7.9086,-1.2215,-5.7708,1.3123,-0.2591,11.2554,0.2335,0.6988,-15.5744,5.4795,5.5411,0.3281,-1.4718,-33.6929,-2.2528,-5.1216,-4.0486,0,1.5471,-1.9391,3.8136,1.7687,3.7433,-3.7371,0.4016,-1.3333,0.6757,5.3691,-29.4268,5.0542,-3.4364,-3.0249,-1.8349,-0.9346,-6.6038,4.0404,-4.8544,22.449,14.3333,0.7289,-1.3025,-7.478,2.0602,-0.1553,3.888,-2.2455,-0.3063,5.0691,-3.0702,-1.9608,2.1538,5.2711,-5.2933,0.7553,-0.7496,3.4743,8.7591,-2.6846,-4,-3.8793,-3.5874,8.6822,-0.428,2.0057,-2.3876,4.0288,0,-7.8838,2.8529,16.2044,1.1307,4.0994,1.074,7.9103,6.8928,-3.173,-4.8626,9.3333,2.0325,-8.5657,9.695,-9.5333,-6.1471,9.0058,-14.9142,4.1614,-7.0218,4.1667,-3.375,6.4683,5.7108,2.4138,4.6016,9.7639,4.7898,1.2127,2.3963,-5.3105,-12.0722,-3.3514,-4.2506,-0.9346,6.1321,-0.1111,0.723,-7.2336,-1.4286,-1.087,1.4652,5.0542,-6.4147,-3.5496,-4.6954,6.9241,-2.3661,8.0357,4.8406,-0.2252,1.0158,-2.5698,2.1789,-2.9181,-4.9711,6.5693,3.1963,-5.1991,-0.8168,0,3.5294,-1.4773,3.6909,8.8988,20.2247,-3.5684,3.7885,5.348,3.4649,4.9065,2.1529,-6.8314,2.7301,-0.3037,2.361,5.8036,8.5091,17.304,-8.3425,0.3617,0.6006,7.8806,11.5108,-0.1985,5.4699,-17.0203,-0.9091,-4.0711,6.3957,10.2247,2.9562,3.8119,-20.9824,-7.4834,-5.5447,12.6381,-2.0846,3.3187,9.7576,-10.5467,-4.6296,7.8317,-12.485,-9.6708,7.2893,0.0708,-4.9505,-13.0208,-3.4217,10.4517,-9.0617,6.9665,5.8533,6.2305,-2.8592,8.5283,8.8317,-9.9681,2.2001,12.5694,3.1462,-2.3923,9.1299,-3.6496
AERI    US Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1.0368,3.7143,-1.7447,8.785,-3.3505,36.4444,-7.101,14.9369,6.0403,0.8631,13.0633,4.4904,-9.6572,-1.3362,2.7086,1.5823,9.242,9.173,-8.5764,-4.7619,12.7,-6.2999,-9.7538,-11.0178,-11.9104,0.3347,0.7338,-1.6556,3.2323,4.0444,-1.7555,5.2329,5.5791,13.2682,34.787,-4.778,2.6077,-15.6719,-10.4566,-10.9638,-2.1191,5.7929,-7.4668,-2.0921,13.0037,6.6451,-6.6363,4.5035,5.244,0.1973,6.1054,8.6775,7.6857,-2.3394,-2.4767,4.2048,5.3536,11.149,1.433,3.4645,-2.5358,4.2362,-3.712,-1.8943,1.355,-6.5508,-6.7954,7.099,-0.7166,1.4796,0.6046,3.0399,7.8902,-1.7806,0,4.5646,5.7276,-62.3133,-27.195,19.4237,0.6256,-3.0195,1.9231,16.5319,0.4626,53.6454,-10.2897,-3.7862,3.0093,5.2809,-0.6403,-2.5779,-13.1753,-2.4127,3.5784,3.5804,-1.7586,13.5185,51.5498,-24.686,-7.8132,-2.4806,12.4536,3.1103,4.2505,14.555,-2.2962,-2.5852,9.6502,-8.6909,-1.2048,-5.4065,1.2462,3.3531,-18.3162,-6.0835,2.2484,-13.4031,-7.9807,-9.6583,28.8,-4.1784,-12.5516,-9.0296,-8.3704,-3.2336,10.0251,14.6545,0.3311,9.3069,-4.2271
